,movie_title,release_date,genre,avg_rating,prod_budget,domestic_gross,global_gross,release_month,ROI,global_gross_millions,prod_budget_millions,budget_category,rating_category,roi_category
107,The Meg,2018-08-09,action,5.6,178000000,145443742,527267828,Aug,1.962178808988764,527.27,178.0,High Budget,Low Rating,Moderate ROI
2742,BlacKkKlansman,2018-08-09,biography,7.5,15000000,49275340,93411426,Aug,5.2274284,93.41,15.0,Low Budget,High Rating,High ROI
1026,Alpha,2018-08-15,action,6.6,51000000,35851379,99624873,Aug,0.9534288823529412,99.62,51.0,High Budget,Moderate Rating,Moderate ROI
1712,Crazy Rich Asians,2018-08-15,comedy,6.9,30000000,174532921,237814149,Aug,6.9271383,237.81,30.0,Moderate Budget,High Rating,High ROI
3596,"Juliet, Naked",2018-08-17,comedy,6.6,6000000,3444895,5767158,Aug,-0.038807,5.77,6.0,Low Budget,Moderate Rating,Low ROI
1573,Mile 22,2018-08-17,action,6.1,35000000,36108758,66295121,Aug,0.8941463142857143,66.3,35.0,Moderate Budget,Moderate Rating,Moderate ROI
4234,Searching,2018-08-23,drama,7.6,880000,26015149,75636047,Aug,84.95005340909091,75.64,0.88,Low Budget,High Rating,High ROI
1414,The Happytime Murders,2018-08-24,action,5.4,40000000,20706452,27506412,Aug,-0.3123397,27.51,40.0,Moderate Budget,Low Rating,Low ROI
1856,Kin,2018-08-29,action,5.8,30000000,5718096,10383524,Aug,-0.6538825333333333,10.38,30.0,Moderate Budget,Low Rating,Low ROI
2403,Operation Finale,2018-08-29,biography,6.6,20000000,17612099,17612099,Aug,-0.11939505,17.61,20.0,Moderate Budget,Moderate Rating,Low ROI
2062,Peppermint,2018-09-07,action,6.5,25000000,35418723,51800758,Sep,1.07203032,51.8,25.0,Moderate Budget,Moderate Rating,Moderate ROI
480,The Predator,2018-09-11,action,5.3,88000000,51024708,159487563,Sep,0.8123586704545455,159.49,88.0,High Budget,Low Rating,Moderate ROI
2328,A Simple Favor,2018-09-12,comedy,6.8,20000000,53548586,97628717,Sep,3.88143585,97.63,20.0,Moderate Budget,Moderate Rating,High ROI
1858,Johnny English Strikes Again,2018-09-13,action,6.2,30000000,4412170,159369278,Sep,4.3123092666666665,159.37,30.0,Moderate Budget,Moderate Rating,High ROI
3607,Mandy,2018-09-14,action,6.5,6000000,1233694,1474224,Sep,-0.754296,1.47,6.0,Low Budget,Moderate Rating,Low ROI
1809,White Boy Rick,2018-09-14,crime,6.5,30000000,24004833,25947983,Sep,-0.13506723333333334,25.95,30.0,Moderate Budget,Moderate Rating,Low ROI
3588,Unbroken: Path to Redemption,2018-09-14,biography,5.8,6000000,6216897,6216897,Sep,0.0361495,6.22,6.0,Low Budget,Low Rating,Low ROI
3434,London Fields,2018-09-20,crime,3.9,8000000,252676,433732,Sep,-0.9457835,0.43,8.0,Low Budget,Low Rating,Low ROI
3717,Fahrenheit 11/9,2018-09-21,documentary,7.1,5000000,6352306,6653715,Sep,0.330743,6.65,5.0,Low Budget,High Rating,Moderate ROI
562,Smallfoot,2018-09-21,adventure,6.6,80000000,83240103,214244195,Sep,1.6780524375,214.24,80.0,High Budget,Moderate Rating,Moderate ROI
3512,Assassination Nation,2018-09-21,action,6.0,7000000,2005142,2852759,Sep,-0.592463,2.85,7.0,Low Budget,Low Rating,Low ROI
3254,Life Itself,2018-09-21,drama,6.8,10000000,4095431,7960474,Sep,-0.2039526,7.96,10.0,Low Budget,Moderate Rating,Low ROI
1490,The Sisters Brothers,2018-09-21,drama,6.9,38000000,3143056,14636067,Sep,-0.6148403421052632,14.64,38.0,Moderate Budget,High Rating,Low ROI
1876,Night School,2018-09-26,comedy,5.6,29000000,77339130,104145633,Sep,2.591228724137931,104.15,29.0,Moderate Budget,Low Rating,High ROI
3635,Hell Fest,2018-09-27,horror,5.5,5500000,11107431,18294883,Sep,2.3263423636363636,18.29,5.5,Low Budget,Low Rating,High ROI
1691,Bad Times at the El Royale,2018-09-27,crime,7.1,32000000,17839115,31178942,Sep,-0.0256580625,31.18,32.0,Moderate Budget,High Rating,Low ROI
309,Venom,2018-10-02,action,6.6,116000000,213511408,856081053,Oct,6.380009077586207,856.08,116.0,High Budget,Moderate Rating,High ROI
2191,The Hate U Give,2018-10-05,crime,7.5,23000000,29719483,35067665,Oct,0.5246810869565217,35.07,23.0,Moderate Budget,High Rating,Moderate ROI
877,First Man,2018-10-10,biography,7.3,60000000,44936545,105523737,Oct,0.75872895,105.52,60.0,High Budget,High Rating,Moderate ROI
2474,Suspiria,2018-10-12,drama,6.7,20000000,2483472,8075343,Oct,-0.59623285,8.08,20.0,Moderate Budget,Moderate Rating,Low ROI
2123,Beautiful Boy,2018-10-12,biography,7.3,25000000,7634767,13314562,Oct,-0.46741752,13.31,25.0,Moderate Budget,High Rating,Low ROI
3138,Halloween,2018-10-17,crime,6.5,10000000,159366015,255416089,Oct,24.5416089,255.42,10.0,Low Budget,Moderate Rating,High ROI
3232,Can You Ever Forgive Me?,2018-10-19,biography,7.1,10000000,8803865,12517379,Oct,0.2517379,12.52,10.0,Low Budget,High Rating,Moderate ROI
1423,Hunter Killer,2018-10-19,action,6.6,40000000,15767460,29312121,Oct,-0.267196975,29.31,40.0,Moderate Budget,Moderate Rating,Low ROI
946,Bohemian Rhapsody,2018-10-24,biography,7.9,55000000,216303339,882205260,Oct,15.040095636363636,882.21,55.0,High Budget,High Rating,High ROI
1862,Replicas,2018-10-25,drama,5.4,30000000,4046429,9037427,Oct,-0.6987524333333334,9.04,30.0,Moderate Budget,Low Rating,Low ROI
3361,Another Day of Life,2018-10-26,animation,7.3,9000000,3190,587754,Oct,-0.934694,0.59,9.0,Low Budget,High Rating,Low ROI
3994,Indivisible,2018-10-26,drama,5.8,2700000,3511417,3589633,Oct,0.3294937037037037,3.59,2.7,Low Budget,Low Rating,Moderate ROI
247,The Nutcracker and the Four Realms,2018-10-31,adventure,5.6,132900000,54858851,170024300,Oct,0.2793401053423627,170.02,132.9,High Budget,Low Rating,Moderate ROI
3112,Boy Erased,2018-11-02,biography,6.9,11000000,6788692,11862650,Nov,0.07842272727272727,11.86,11.0,Low Budget,High Rating,Low ROI
1479,Overlord,2018-11-03,action,6.6,38000000,21704844,39178189,Nov,0.031004973684210527,39.18,38.0,Moderate Budget,Moderate Rating,Low ROI
1370,Widows,2018-11-06,crime,6.8,40000000,42402632,75984700,Nov,0.8996175,75.98,40.0,Moderate Budget,Moderate Rating,Moderate ROI
69,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,adventure,6.5,200000000,159555901,648455339,Nov,2.242276695,648.46,200.0,High Budget,Moderate Rating,High ROI
2183,Green Book,2018-11-16,biography,8.2,23000000,85080171,319995019,Nov,12.912826913043478,320.0,23.0,Moderate Budget,High Rating,High ROI
1157,Instant Family,2018-11-16,comedy,7.3,48000000,67363237,119736188,Nov,1.4945039166666667,119.74,48.0,High Budget,High Rating,Moderate ROI
409,Robin Hood,2018-11-21,action,5.3,99000000,30824628,85210012,Nov,-0.13929280808080807,85.21,99.0,High Budget,Low Rating,Low ROI
1041,Creed II,2018-11-21,action,7.1,50000000,115715889,213591522,Nov,3.27183044,213.59,50.0,High Budget,High Rating,High ROI
2380,On the Basis of Sex,2018-11-23,biography,7.1,20000000,24704837,38794346,Nov,0.9397173,38.79,20.0,Moderate Budget,High Rating,Moderate ROI
2759,The Favourite,2018-11-23,biography,7.5,15000000,34366783,95849029,Nov,5.389935266666667,95.85,15.0,Low Budget,High Rating,High ROI
3575,The Possession of Hannah Grace,2018-11-28,horror,5.2,6000000,14836174,42873730,Nov,6.145621666666667,42.87,6.0,Low Budget,Low Rating,High ROI
404,Mortal Engines,2018-12-05,action,6.1,100000000,15951040,85481904,Dec,-0.14518096,85.48,100.0,High Budget,Moderate Rating,Low ROI
152,Aquaman,2018-12-06,action,6.8,160000000,335061807,1143758700,Dec,6.148491875,1143.76,160.0,High Budget,Moderate Rating,High ROI
2709,Second Act,2018-12-07,comedy,5.8,15700000,39282227,63288854,Dec,3.0311371974522294,63.29,15.7,Moderate Budget,Low Rating,High ROI
2093,Mary Queen of Scots,2018-12-07,biography,6.3,25000000,16648499,48481754,Dec,0.93927016,48.48,25.0,Moderate Budget,Moderate Rating,Moderate ROI
358,Bumblebee,2018-12-13,action,6.7,102000000,127195589,465195589,Dec,3.560741068627451,465.2,102.0,High Budget,Moderate Rating,High ROI
3371,Dragon Ball Super: Broly,2018-12-14,action,7.7,8500000,30376755,122747755,Dec,13.440912352941176,122.75,8.5,Low Budget,High Rating,High ROI
1044,The Mule,2018-12-14,crime,7.0,50000000,103804407,173453994,Dec,2.46907988,173.45,50.0,High Budget,High Rating,High ROI
3041,If Beale Street Could Talk,2018-12-14,drama,7.1,12000000,14915773,21398371,Dec,0.7831975833333333,21.4,12.0,Low Budget,High Rating,Moderate ROI
257,Mary Poppins Returns,2018-12-19,adventure,6.7,130000000,171958438,348901032,Dec,1.6838540923076923,348.9,130.0,High Budget,Moderate Rating,Moderate ROI
1287,Holmes & Watson,2018-12-20,comedy,3.9,42000000,30568743,41926605,Dec,-0.0017475,41.93,42.0,High Budget,Low Rating,Low ROI
871,Vice,2018-12-21,biography,7.2,60000000,47836282,70893782,Dec,0.18156303333333335,70.89,60.0,High Budget,High Rating,Low ROI
1250,Welcome to Marwen,2018-12-21,biography,6.2,45000000,10763520,13086137,Dec,-0.7091969555555555,13.09,45.0,High Budget,Moderate Rating,Low ROI
3354,Destroyer,2018-12-25,action,6.2,9000000,1533324,5865489,Dec,-0.348279,5.87,9.0,Low Budget,Moderate Rating,Low ROI
3249,Stan & Ollie,2018-12-28,biography,7.2,10000000,5470235,29062674,Dec,1.9062674,29.06,10.0,Low Budget,High Rating,Moderate ROI
3322,Escape Room,2019-01-02,action,6.4,9000000,57000756,155615727,Jan,16.29063633333333,155.62,9.0,Low Budget,Moderate Rating,High ROI
268,How to Train Your Dragon: The Hidden World,2019-01-03,action,7.4,129000000,160799505,521533238,Jan,3.0428933178294573,521.53,129.0,High Budget,High Rating,High ROI
2302,Glass,2019-01-17,drama,6.6,20000000,111048468,246999039,Jan,11.34995195,247.0,20.0,Moderate Budget,Moderate Rating,High ROI
922,The Kid Who Would Be King,2019-01-18,action,6.1,59000000,16790790,28296983,Jan,-0.5203901186440678,28.3,59.0,High Budget,Moderate Rating,Low ROI
2121,Serenity,2019-01-24,drama,5.4,25000000,8547045,13008804,Jan,-0.47964784,13.01,25.0,Moderate Budget,Low Rating,Low ROI
2797,Miss Bala,2019-01-30,action,5.8,15000000,14998027,15364632,Jan,0.0243088,15.36,15.0,Low Budget,Low Rating,Low ROI
140,Alita: Battle Angel,2019-02-01,action,7.3,170000000,85838210,401900040,Feb,1.3641178823529412,401.9,170.0,High Budget,High Rating,Moderate ROI
894,Cold Pursuit,2019-02-07,action,6.2,60000000,32138862,62599159,Feb,0.04331931666666667,62.6,60.0,High Budget,Moderate Rating,Low ROI
2325,What Men Want,2019-02-08,comedy,5.3,20000000,54611903,69911903,Feb,2.49559515,69.91,20.0,Moderate Budget,Low Rating,High ROI
3574,The Prodigy,2019-02-08,fantasy,5.9,6000000,14856291,22413145,Feb,2.7355241666666665,22.41,6.0,Low Budget,Low Rating,High ROI
3328,Happy Death Day 2U,2019-02-13,comedy,6.2,9000000,28148130,64686515,Feb,6.187390555555556,64.69,9.0,Low Budget,Moderate Rating,High ROI
109,Captain Marvel,2019-03-06,action,6.8,175000000,426829839,1129576094,Mar,5.454720537142857,1129.58,175.0,High Budget,Moderate Rating,High ROI
3515,The Kid,2019-03-08,biography,5.9,7000000,1508593,1593173,Mar,-0.7724038571428572,1.59,7.0,Low Budget,Low Rating,Low ROI
3469,Five Feet Apart,2019-03-13,drama,7.2,7000000,45729221,92554209,Mar,12.222029857142857,92.55,7.0,Low Budget,High Rating,High ROI
2125,Captive State,2019-03-14,action,6.0,25000000,5958315,9363210,Mar,-0.6254716,9.36,25.0,Moderate Budget,Low Rating,Low ROI
392,Wonder Park,2019-03-15,adventure,5.8,100000000,45216793,115103325,Mar,0.15103325,115.1,100.0,High Budget,Low Rating,Low ROI
2652,Nancy Drew and the Hidden Staircase,2019-03-15,comedy,5.7,17000000,623088,624549,Mar,-0.9632618235294118,0.62,17.0,Moderate Budget,Low Rating,Low ROI
3291,Triple Threat,2019-03-19,action,5.6,10000000,76289,385651,Mar,-0.9614349,0.39,10.0,Low Budget,Low Rating,Low ROI
2290,Us,2019-03-20,horror,6.8,20000000,175084580,256022707,Mar,11.80113535,256.02,20.0,Moderate Budget,Moderate Rating,High ROI
3732,The Beach Bum,2019-03-21,comedy,5.5,5000000,3502600,4267808,Mar,-0.1464384,4.27,5.0,Low Budget,Low Rating,Low ROI
137,Dumbo,2019-03-27,adventure,6.3,170000000,114766307,353166307,Mar,1.0774488647058824,353.17,170.0,High Budget,Moderate Rating,Moderate ROI
3570,Unplanned,2019-03-29,biography,5.5,6000000,19005109,21413603,Mar,2.5689338333333334,21.41,6.0,Low Budget,Low Rating,High ROI
495,Shazam!,2019-04-03,action,7.0,85000000,140371656,363563907,Apr,3.2772224352941177,363.56,85.0,High Budget,High Rating,High ROI
2264,Pet Sematary,2019-04-05,horror,5.7,21000000,54724696,111809732,Apr,4.324272952380952,111.81,21.0,Moderate Budget,Low Rating,High ROI
3228,The Best of Enemies,2019-04-05,biography,7.3,10000000,10205616,10268749,Apr,0.0268749,10.27,10.0,Low Budget,High Rating,Low ROI
1115,Hellboy,2019-04-10,action,5.2,50000000,21903748,53956480,Apr,0.0791296,53.96,50.0,High Budget,Low Rating,Low ROI
2861,Breakthrough,2019-04-12,drama,5.0,14000000,40713082,49231674,Apr,2.516548142857143,49.23,14.0,Low Budget,Low Rating,High ROI
2862,Breakthrough,2019-04-12,biography,6.2,14000000,40713082,49231674,Apr,2.516548142857143,49.23,14.0,Low Budget,Moderate Rating,High ROI
2884,After,2019-04-12,drama,5.3,14000000,12138565,57926850,Apr,3.137632142857143,57.93,14.0,Low Budget,Low Rating,High ROI
3323,The Curse of La Llorona,2019-04-17,horror,5.2,9000000,54733739,123133739,Apr,12.681526555555555,123.13,9.0,Low Budget,Low Rating,High ROI
1,Avengers: Endgame,2019-04-23,action,8.4,400000000,858373000,2794731755,Apr,5.9868293875,2794.73,400.0,High Budget,High Rating,High ROI
3395,The Intruder,2019-05-01,horror,5.6,8000000,35388976,40597401,May,4.074675125,40.6,8.0,Low Budget,Low Rating,High ROI
1237,UglyDolls,2019-05-01,adventure,5.1,45000000,20150241,32630599,May,-0.27487557777777777,32.63,45.0,High Budget,Low Rating,Low ROI
1391,Long Shot,2019-05-01,comedy,6.8,40000000,30316271,53624424,May,0.3406106,53.62,40.0,Moderate Budget,Moderate Rating,Moderate ROI
2469,Tolkien,2019-05-03,biography,6.8,20000000,4535154,8969227,May,-0.55153865,8.97,20.0,Moderate Budget,Moderate Rating,Low ROI
2272,The Hustle,2019-05-08,comedy,5.4,21000000,35417038,97389568,May,3.637598476190476,97.39,21.0,Moderate Budget,Low Rating,High ROI
3219,Poms,2019-05-10,comedy,6.1,10000000,13631124,17901314,May,0.7901314,17.9,10.0,Low Budget,Moderate Rating,Moderate ROI
1297,Rocketman,2019-05-22,biography,7.3,41000000,96368160,192133784,May,3.6861898536585365,192.13,41.0,High Budget,High Rating,High ROI
97,Aladdin,2019-05-22,adventure,6.9,182000000,355559216,1046587513,May,4.750480840659341,1046.59,182.0,High Budget,High Rating,High ROI
1298,Rocketman,2019-05-22,adventure,6.2,41000000,96368160,192133784,May,3.6861898536585365,192.13,41.0,High Budget,Moderate Rating,High ROI
537,The Secret Life of Pets 2,2019-05-24,adventure,6.4,80000000,158874395,446109612,May,4.57637015,446.11,80.0,High Budget,Moderate Rating,High ROI
3568,Booksmart,2019-05-24,comedy,7.1,6000000,22680962,24948141,May,3.1580235,24.95,6.0,Low Budget,High Rating,High ROI
138,Godzilla: King of the Monsters,2019-05-29,action,6.0,170000000,110500138,383299914,May,1.2547053764705882,383.3,170.0,High Budget,Low Rating,Moderate ROI
3807,Late Night,2019-06-07,comedy,6.5,4000000,15500045,22373378,Jun,4.5933445,22.37,4.0,Low Budget,Moderate Rating,High ROI
3953,The Last Black Man in San Francisco,2019-06-07,drama,7.3,3000000,4515719,4637842,Jun,0.5459473333333333,4.64,3.0,Low Budget,High Rating,Moderate ROI
330,Men in Black: International,2019-06-12,action,5.6,110000000,80001807,253015298,Jun,1.3001390727272728,253.02,110.0,High Budget,Low Rating,Moderate ROI
1815,Shaft,2019-06-14,action,6.4,30000000,21360215,21360215,Jun,-0.2879928333333333,21.36,30.0,Moderate Budget,Moderate Rating,Low ROI
1853,Anna,2019-06-19,action,6.6,30000000,7743794,32825217,Jun,0.0941739,32.83,30.0,Moderate Budget,Moderate Rating,Low ROI
1852,Anna,2019-06-19,drama,5.2,30000000,7743794,32825217,Jun,0.0941739,32.83,30.0,Moderate Budget,Low Rating,Low ROI
47,Toy Story 4,2019-06-20,adventure,7.7,200000000,434038008,1073064540,Jun,4.3653227,1073.06,200.0,High Budget,High Rating,High ROI
1951,Annabelle Comes Home,2019-06-26,horror,5.9,27000000,74152591,230779191,Jun,7.547377444444445,230.78,27.0,Moderate Budget,Low Rating,High ROI
3329,Midsommar,2019-07-03,drama,7.1,9000000,27426363,46754020,Jul,4.194891111111111,46.75,9.0,Low Budget,High Rating,High ROI
10,The Lion King,2019-07-11,adventure,6.8,260000000,543638043,1647733638,Jul,5.337437069230769,1647.73,260.0,High Budget,Moderate Rating,High ROI
2628,Crawl,2019-07-11,action,6.1,17000000,39014193,91720490,Jul,4.39532294117647,91.72,17.0,Moderate Budget,Moderate Rating,High ROI
2682,Stuber,2019-07-11,action,6.2,16000000,22370452,29634023,Jul,0.8521264375,29.63,16.0,Moderate Budget,Moderate Rating,Moderate ROI
3924,The Farewell,2019-07-12,comedy,7.5,3000000,17700478,25466013,Jul,7.488671,25.47,3.0,Low Budget,High Rating,High ROI
63,Fast & Furious Presents: Hobbs & Shaw,2019-07-31,action,6.5,200000000,173956935,760732926,Jul,2.80366463,760.73,200.0,High Budget,Moderate Rating,High ROI
784,The Angry Birds Movie 2,2019-08-02,action,6.4,65000000,41657076,152255188,Aug,1.3423875076923077,152.26,65.0,High Budget,Moderate Rating,Moderate ROI
1146,Dora and the Lost City of Gold,2019-08-08,action,6.1,49000000,60477943,120592276,Aug,1.4610668571428571,120.59,49.0,High Budget,Moderate Rating,Moderate ROI
1906,Scary Stories to Tell in the Dark,2019-08-08,adventure,6.2,28000000,68947075,95592669,Aug,2.4140238928571427,95.59,28.0,Moderate Budget,Moderate Rating,High ROI
2560,The Art of Racing in the Rain,2019-08-09,comedy,7.5,18000000,26402818,33773963,Aug,0.8763312777777778,33.77,18.0,Moderate Budget,High Rating,Moderate ROI
3548,The Peanut Butter Falcon,2019-08-09,adventure,7.6,6200000,20457158,23191551,Aug,2.740572741935484,23.19,6.2,Low Budget,High Rating,High ROI
2807,Blinded by the Light,2019-08-09,comedy,6.9,15000000,11901145,18136756,Aug,0.20911706666666666,18.14,15.0,Low Budget,High Rating,Moderate ROI
1486,The Kitchen,2019-08-09,action,5.6,38000000,12180032,15779261,Aug,-0.5847562894736842,15.78,38.0,Moderate Budget,Low Rating,Low ROI
2307,Good Boys,2019-08-14,adventure,6.7,20000000,83140306,111174248,Aug,4.5587124,111.17,20.0,Moderate Budget,Moderate Rating,High ROI
3027,47 Meters Down: Uncaged,2019-08-15,adventure,5.0,12000000,22260900,47582563,Aug,2.9652135833333335,47.58,12.0,Low Budget,Low Rating,High ROI
3560,Ready or Not,2019-08-21,action,6.8,6000000,28714231,56785851,Aug,8.4643085,56.79,6.0,Low Budget,Moderate Rating,High ROI
1338,Angel Has Fallen,2019-08-22,action,6.4,40000000,69030436,133345583,Aug,2.333639575,133.35,40.0,Moderate Budget,Moderate Rating,High ROI
3666,Overcomer,2019-08-22,drama,6.6,5000000,34700142,38102988,Aug,6.6205976,38.1,5.0,Low Budget,Moderate Rating,High ROI
4078,Monos,2019-08-23,adventure,6.9,2000000,406473,2013217,Aug,0.0066085,2.01,2.0,Low Budget,High Rating,Low ROI
920,The Informer,2019-08-30,action,6.6,60000000,300460,2366073,Aug,-0.96056545,2.37,60.0,High Budget,Moderate Rating,Low ROI
2285,Hustlers,2019-09-12,comedy,6.3,20700000,104963598,150467919,Sep,6.268981594202899,150.47,20.7,Moderate Budget,Moderate Rating,High ROI
1444,The Goldfinch,2019-09-12,drama,6.4,40000000,5332621,9429910,Sep,-0.76425225,9.43,40.0,Moderate Budget,Moderate Rating,Low ROI
575,Ad Astra,2019-09-19,adventure,6.5,80000000,50188370,135406280,Sep,0.6925785,135.41,80.0,High Budget,Moderate Rating,Moderate ROI
1081,Rambo: Last Blood,2019-09-19,action,6.1,50000000,44819352,91378886,Sep,0.82757772,91.38,50.0,High Budget,Moderate Rating,Moderate ROI
637,Abominable,2019-09-19,adventure,7.0,75000000,60761390,188668688,Sep,1.5155825066666666,188.67,75.0,High Budget,High Rating,Moderate ROI
943,Joker,2019-10-02,crime,8.4,55000000,335451311,1069121583,Oct,18.438574236363635,1069.12,55.0,High Budget,High Rating,High ROI
230,Gemini Man,2019-10-03,action,5.7,140000000,48546770,166598362,Oct,0.1899883,166.6,140.0,High Budget,Low Rating,Low ROI
1971,Lucy in the Sky,2019-10-04,drama,4.9,27000000,319976,325943,Oct,-0.987928037037037,0.33,27.0,Moderate Budget,Low Rating,Low ROI
1155,Zombieland: Double Tap,2019-10-09,action,6.7,48000000,73118130,125213018,Oct,1.6086045416666668,125.21,48.0,High Budget,Moderate Rating,Moderate ROI
3716,Jexi,2019-10-11,comedy,6.0,5000000,6546159,10601127,Oct,1.1202254,10.6,5.0,Low Budget,Low Rating,Moderate ROI
4147,Corpus Christi,2019-10-11,drama,7.7,1300000,127240,10951283,Oct,7.424063846153846,10.95,1.3,Low Budget,High Rating,High ROI
